address,itp_holdings,allocation_points
0x00000000003b3cc22af3ae1eac0440bcee416b40,0.001534383646075820000000000000,0.000000261846067105057000000000
0x00000000007079010d6e70a9b6e6d70a43f58300,0.039545517124793700000000000000,0.000006748532648432060000000000
0x00000000009e50a7ddb7a7b0e2ee6604fd120e49,0.000001099511627776000000000000,0.000000000187634165813573000000
0x00000000500e2fece27a7600435d0c48d64e0c00,0.000844424930131968000000000000,0.000000144103039344824000000000
0x00000000a991c429ee2ec6df19d40fe0c80088b8,0.000562949953421315000000000000,0.000000096068692896549600000000
0x00000009d94baf057697d988d2e3eec2fce81162,3.606984726728030000000000000000,0.000615540166383572000000000000
0x00000015e180b01c40b881e10774bc784bb6f4eb,60.187433030000000000000000000000,0.010271122654598300000000000000
0x000000d40b595b94918a28b27d1e2c66f43a51d3,0.981347626756930000000000000000,0.000167469209663673000000000000
0x000000fee13a103a10d593b9ae06b3e05f2e7e1c,28.131965530106800000000000000000,0.004800784049564540000000000000
0x000002c34bae6dd7bec72acba6aaac1e01a359de,39.246907426313300000000000000000,0.006697574222652110000000000000
0x000489e17c60b7e0f0d9cefed4fe17a6afe45f0e,0.000089362715213126000000000000,0.000000015249951069427600000000
0x00073f211c71f69bdcea419f478b10a51173d63d,0.045519128162056500000000000000,0.000007767942989856750000000000
0x0008418543f40bdb6ad0b9b5f70c5fe4d3307617,0.000000005055148574000000000000,0.000000000000862672628269284000
0x0009ac20abdf6113a3f71b1dfc87dc7128da0000,0.433226543207262000000000000000,0.000073931097215783900000000000
0x000dabfa44344f27cfa7386c2e72c1d17b3e295b,0.457140652805231000000000000000,0.000078012094535171400000000000
0x00143ccebcf5808d2744e5d9647564da4fbc8a44,0.000177148913415358000000000000,0.000000030230865916993500000000
0x0015f91e93996d7e5979bf32391a8be59aadd606,0.008760413547560660000000000000,0.000001494984542822260000000000
0x001616a643262c8403efb0408a1bb167199c9bb8,30.382637180211500000000000000000,0.005184866297463870000000000000
0x00167f4753d1fb13b5fb11142300369c4874a77d,2.457178860000000000000000000000,0.000419323174038114000000000000
0x0018659609092f952c4a67276a666857cd1c664e,0.015772894196018000000000000000,0.000002691680351686570000000000
0x001a650a147d47bef29ff4f90131da86a9b05939,0.000000002597532677000000000000,0.000000000000443274872870817000
0x001d8d75e5b44a87925e86d9ca2f42c2ed11379f,3.994756171258670000000000000000,0.000681714247387155000000000000
0x001f9fe65997d43335290223d139cc04525ef6eb,0.000000009548125991000000000000,0.000000000001629409467026720000
0x00201cfc48ae96bda7a778ee2b3377899931af77,0.000000007806679800000000000000,0.000000000001332227704594210000
0x0023c60165a5e3fdadb10fc3d366844907d77791,0.001999382400000000000000000000,0.000000341199164510125000000000
0x0023c92612563cc2e1e11766f6f5082a94530a12,0.525092747749288000000000000000,0.000089608274446340400000000000
0x00289a177b6a1a7b268e78e2257094187b054fc9,0.000000002137789434000000000000,0.000000000000364818640385837000
0x0029b3d5776253674c4da95035063b86d362e5b5,1.612831810000000000000000000000,0.000275233425115352000000000000
0x00322843f6B20D35449539f5aD9CCC6De2B3fbeA,2.000000003318600000000000000000,0.000341304559924382000000000000
0x00326c94569f015b6223df8760e6c23d2a516f06,15.070424437277400000000000000000,0.002571802285951910000000000000
0x003371b22e083265047c4aa47d6962dce88b357c,1.403301561375910000000000000000,0.000239476610525937000000000000
0x0034f4c4af01ed495dc5f6d0ef9659a21543a992,0.000000003349152832000000000000,0.000000000000571540565774270000
0x0037a402bfd63c50a620b00134522457863c9cc8,1.630640564505090000000000000000,0.000278272529669890000000000000
0x0039fa33d75440cccfc4c6c96efd0441bf65c1ac,0.061845072466594800000000000000,0.000010554002603339000000000000
0x003bed988e774314812a2951a40a3ac9d8ba05ff,0.066956701850052700000000000000,0.000011426313810500400000000000
0x003cc7f2be7524a127e1625b5b2eb6b7bcdb44ef,0.682984942359407000000000000000,0.000116552937400082000000000000
0x0041dbe21919f53dac08a991a5c80be6bf108442,0.002635037189251080000000000000,0.000000449675103384713000000000
0x0042ccc8cc5fcf07f82327a9a904f30aa78df6c4,1.448682439876700000000000000000,0.000247220960895935000000000000
0x00482a63f8e7708eb212bd9f7cd15e4cf8b68618,0.682006783220198000000000000000,0.000116386012313087000000000000
0x0049917b8303778d6717c50e96aa260adafbc8b6,0.028604300332308000000000000000,0.000004881389060331920000000000
0x004a31da97a1e100ee04ec3b2be5bf0081f93ef6,2.868201493533260000000000000000,0.000489465123450242000000000000
0x004eaef6382c5326fcdb078e58c612a28dd799af,2.152567684875810000000000000000,0.000367340582587463000000000000
0x00513e47752c01e171f2813af59e67e4d748750f,0.000766333237827922000000000000,0.000000130776514029145000000000
0x00563b267b04ffa4a5470d398dc2648e329edbb4,4.093902005144700000000000000000,0.000698633709960484000000000000
0x0057d1b3390966c035e432ab575346f68d23fadb,2.767237308796680000000000000000,0.000472235355159010000000000000
0x0058b065926d42353b8a07a65ddc0d3eb38ab1b7,0.042700801714528000000000000000,0.000007286989156706320000000000
0x006437594b12da2401caad629a48bd24d1557418,2.248538936848160000000000000000,0.000383718295520195000000000000
0x0064fd8236ad992eae325582a19904bae822e89c,0.290822305777491000000000000000,0.000049629489462440000000000000
0x00666271003e25461e140c5ec6a1b57e053a8733,0.000157261000000000000000000000,0.000000026836948154603500000000
0x0068a171d42b6eee782cd5f84f6c5143bccb73e0,1.929686636559180000000000000000,0.000329305423594979000000000000
0x006d91ff91cc70eb8684bdb0618bc6d4bca0ad9b,13.224084959012800000000000000000,0.002256720244924670000000000000
0x0070ed602f1178675edbb3a5b7be88fd49c3dfa5,0.000000007793667600000000000000,0.000000000001330007143000570000
0x0071d0b2e1644ffbec84aa57499e6515a1898527,0.165531859052764000000000000000,0.000028248389106861600000000000
0x0072e1d7562de4109d2369456d8e59e4c1f1a4f7,0.250053065231176000000000000000,0.000042672125622428700000000000
0x00730b8cd9c6302e2598106caa9d47164986c967,5.960319839204700000000000000000,0.001017142168176420000000000000
0x0078977ca9e377611285c7c6925b5d982e4999e2,0.216703684551819000000000000000,0.000036980977783612700000000000
0x007933790a4f00000099e9001629d9fe7775b800,0.000030000000000000000000000000,0.000000005119568390370820000000
0x007e2b38207a78352ad4eeaabeed19205628588f,1.604225379754910000000000000000,0.000273764718174129000000000000
0x008117f946642b529c30e05974387923f4ed6136,59.421195913948500000000000000000,0.010140362543969400000000000000
0x0083c4af3f0c5323c8734b00f3e7924f827edd56,0.101481228560265000000000000000,0.000017318002998437600000000000
0x0085c0e28c212165d8a535408eeed99a173aac11,2.469904374081330000000000000000,0.000421494812026180000000000000
0x00882be3ad626d098bbb6a794b6500604cab5cc2,0.000000009220000000000000000000,0.000000000001573414018640630000
