address,transaction_amount,allocation_points
0x024bf7ec7eaeee084f23ce486be68e317bf2b389,1,0.032969164134721100000000000000
0x0254ded61f8ffa8dc4c807b79c2fd3a2ba22e48e,1,0.032969164134721100000000000000
0x0260a9df10bdc63bbcd1d9971d98b95805b0af1e,1,0.032969164134721100000000000000
0x02622471a41e8d188d8b18c1e194023776cbac7f,1,0.032969164134721100000000000000
0x026923a69bf59fcada63b4730b5d0012510748bd,7,0.230784148943047000000000000000
0x026c6f51027de5de4afc8d9b01e8b5fdbccc63a0,1,0.032969164134721100000000000000
0x026d07f7203e29e8e03482037791b0643b2e4335,1,0.032969164134721100000000000000
0x027010636e3fdf56833b3ff2f878fa0c66aad70a,2,0.065938328269442100000000000000
0x0272a9d39c8cb4faade43c90851244da819b9f7f,1,0.032969164134721100000000000000
0x0272b6b57dcdc831086744271eeef4d04b594da9,3,0.098907492404163200000000000000
0x027bc39e690c97cdfdb7f4013abb31b98461c1dd,2,0.065938328269442100000000000000
0x02815ec1ef6f6bfee87e135c7438be71ece2b5e7,1,0.032969164134721100000000000000
0x02873e9c9c1f4420c586fcae4aaeb77f1469ca61,1,0.032969164134721100000000000000
0x0287a761ca02626e3b9023ba8ebe78ffe1e5c00d,1,0.032969164134721100000000000000
0x0289da81e2ae31c4b184d2c3bafcdf8371e7e527,1,0.032969164134721100000000000000
0x029100d271c43d0c330dfa660639f2ab8cefa156,2,0.065938328269442100000000000000
0x0292b808a4ffa2da3ab9d4a5ab441a63586a5a2f,2,0.065938328269442100000000000000
0x0295132f45503f9e140c0178717bcd01be11ff6f,1,0.032969164134721100000000000000
0x02981f374375785f4ee82963b4c6c86ad076b00e,1,0.032969164134721100000000000000
0x029b24dbda513e089befa57d01fe71a1e9178339,1,0.032969164134721100000000000000
0x029c6fbaeba0f33ef10e188ae137728c7eafd6a3,1,0.032969164134721100000000000000
0x029d2f948c7cd47717bf804ad7256d48cfdc6097,1,0.032969164134721100000000000000
0x029f7e352351d9d18564c86758819831bbedecb6,1,0.032969164134721100000000000000
0x02a1726cfbf42e0cadf9387d67332bd39e41a873,1,0.032969164134721100000000000000
0x02a4b109f154832d8bf4e01cc13fd748b30fb9e4,1,0.032969164134721100000000000000
0x02a88b36804662277ae3ba9f3ced307d3c6017df,1,0.032969164134721100000000000000
0x02aa3aa7302ec227f8ee9e6bbf623c19c2936137,1,0.032969164134721100000000000000
0x02ac242b805ae437dbe12be33039bde84a181801,1,0.032969164134721100000000000000
0x02b8326e7b3c4efc56957c60b16ad542e0d86764,1,0.032969164134721100000000000000
0x02bf52fa546b0754146994907feebd01a3fb4544,3,0.098907492404163200000000000000
0x02cbbb6be1e1855186d4d5876512693444f2146d,1,0.032969164134721100000000000000
0x02cc2d21e88343f36aac491e5a0d67282e2d8a43,5,0.164845820673605000000000000000
0x02d31c3b0ece02c13d0de596510148148d89f67f,1,0.032969164134721100000000000000
0x02da6e3ebaf152877b2b42b3b7a5cbdf81223181,1,0.032969164134721100000000000000
0x02dba65494e16f0f5cc7175a1ba223481506e47f,1,0.032969164134721100000000000000
0x02dc6ae040ce2197ab5f16e7ccdd6d12c9d9e72b,1,0.032969164134721100000000000000
0x02ea9bdddef7f8409ffd3bc1d25d573ba8c51720,1,0.032969164134721100000000000000
0x02ebe34b79299bdd5fcd159b52d1f17f065c114b,1,0.032969164134721100000000000000
0x02f4454594b05621c7b6b03d986f1bd8a3de2b20,1,0.032969164134721100000000000000
0x02f814b5757a1429d54c32c7f30d91a8b5422b5b,2,0.065938328269442100000000000000
0x02fb666f42632daef1e779e294c6f0d91762cc4c,2,0.065938328269442100000000000000
0x0301274da020bed89a257baf2086d33bf2289e79,1,0.032969164134721100000000000000
0x0302a3bf47fa7456bd5d9048aa36b9629b6a4f19,1,0.032969164134721100000000000000
0x030a567ba8f75f9e8947f4bb91e5b22aab5d6324,2,0.065938328269442100000000000000
0x030e411e404f2d7f4975220accd2d4da7866705f,1,0.032969164134721100000000000000
0x030fc1716ab2c21df22d4961a08732302d2857a1,1,0.032969164134721100000000000000
0x0313175120f8879bb7d2dcf48bb24419337bba1a,1,0.032969164134721100000000000000
0x0315e72804c8d53fc15f41c603773e28ad8a4395,10,0.329691641347211000000000000000
0x0317195b5c327b48d68f22d32c63093a9641d673,3,0.098907492404163200000000000000
0x031b2bec55860d2929aeec148c7caf7e1a654da5,1,0.032969164134721100000000000000
0x031b8cb6216cde1c955524bc2e282cead9391031,1,0.032969164134721100000000000000
0x03215a66e3655ead2657482da1ba470e85c56547,1,0.032969164134721100000000000000
0x032444b2dd151e4329fbe21c73aa000403fef8f4,2,0.065938328269442100000000000000
0x03259beee6fbea33291a862a96959c4da5b41c95,1,0.032969164134721100000000000000
0x0328f280dded48615b45cd4f3730bcd0ca6537c1,4,0.131876656538884000000000000000
0x0330907d1af10b21a74378d987676da1b4ab39f6,1,0.032969164134721100000000000000
0x033231d4e2dcc56736d5cbe52b36234cf5246c49,1,0.032969164134721100000000000000
0x0333ec8f93289bffd1470cad45783d767574fa9f,2,0.065938328269442100000000000000
0x034427f57cbc6e3db807dfd11b239efc9ba6a931,2,0.065938328269442100000000000000
0x034be4823ef95a791b99534f2a645ac1ceb195ea,1,0.032969164134721100000000000000
0x034e82cc21cb4c458655ac72412782357d4fdc7f,1,0.032969164134721100000000000000
0x03519001873ba9b65ae108e1a03629eb5b1d9dbc,1,0.032969164134721100000000000000
0x0354a0dd48b49aa22eb46c760ff8cc08d41bcdfa,4,0.131876656538884000000000000000
0x035911f4ebae14ae0ca7c21042568be25dbab7ce,1,0.032969164134721100000000000000
0x035b038fcc56a943f1756641b1af0a8cb755357a,1,0.032969164134721100000000000000
0x035cb41a53ff74dc4dd222fde19847e67cbd88c0,1,0.032969164134721100000000000000
0x0361aa17e7db6d9b02b43831d3a080c9d49a9d1d,9,0.296722477212489000000000000000
0x0365e790f40d66f8fe9397ae28c8a218d781911d,1,0.032969164134721100000000000000
0x036836e436ead5e23471761dcc683ac5f80257a3,1,0.032969164134721100000000000000
0x036aa0e7282dbb67b981b294f2a2ed046e164e3d,1,0.032969164134721100000000000000
0x036deb0b409089af381c2cc121aa6c8f80ccd871,1,0.032969164134721100000000000000
0x03714678c51f00746a804d0ea231d26665aff4a6,1,0.032969164134721100000000000000
0x0371ac67efccb556bccf89f9f8d6242c7a030280,1,0.032969164134721100000000000000
0x03725c23a3e6ec49328dea1b2a35f39d65412a18,1,0.032969164134721100000000000000
0x037a559c720bc5b42b09a1f9930d667d5b11c71f,1,0.032969164134721100000000000000
0x037b77e2c4c55f99eb80286ee8cfc49901b74448,1,0.032969164134721100000000000000
0x03817d6ab2a4604c8f1d6b3413dec27b772024dd,1,0.032969164134721100000000000000
0x03871622df75e7f7227f0461e790b5d62437e676,1,0.032969164134721100000000000000
0x038d7fc94bcc6052097dd0a793e7dd0a03587cf9,1,0.032969164134721100000000000000
0x0391c9e7652075c66ee4ec7d62011870488998ed,2,0.065938328269442100000000000000
0x03940b94feae1bdfb48b0bc16297185297e61727,1,0.032969164134721100000000000000
0x0395b675c67a162adac6656a717676818bcb8ed4,1,0.032969164134721100000000000000
0x039ce3c4bba8b0000c6360ece31b34a412584886,2,0.065938328269442100000000000000
0x03a1549514ff3ac89dc4823c879f334254bd7b52,1,0.032969164134721100000000000000
0x03a2dcd3f051b9534aac3f348e9ae0b20b23b55e,1,0.032969164134721100000000000000
0x03a650151a674e91d617315d4cb02ab5c332052c,2,0.065938328269442100000000000000
0x03a6948018941a8650c08145abba2f25cc79e32c,1,0.032969164134721100000000000000
0x03a7c8728d04c764bc96d3eb9802634f59c1f44a,2,0.065938328269442100000000000000
0x03adc473d39095f347cc342717534b9bca104325,2,0.065938328269442100000000000000
0x03b037db17db7e51688decde3bcc4943cbaafa68,2,0.065938328269442100000000000000
0x03b03e4fe2c5dd210a39f40c93737bc8ded3066f,1,0.032969164134721100000000000000
0x03b450f63882680128665790bee8cba94a6f5001,1,0.032969164134721100000000000000
0x03b83cbc4d3b7c145f5eb3a6975e3319eff4a283,1,0.032969164134721100000000000000
0x03bc3e7d18aca3fa938a762e8035a79e469d69dd,1,0.032969164134721100000000000000
0x03bd2871c121dfbe3ecb47b00c4460f7ed21c41b,1,0.032969164134721100000000000000
0x03bd3f1442c8c84ed3dd2a34df8362a0d33af287,5,0.164845820673605000000000000000
0x03bf07f534448a03d9dfcfe84084d289f5a448e6,1,0.032969164134721100000000000000
0x03bf7932052bf3ebeb3d7b340365bd5d74b538ac,4,0.131876656538884000000000000000
0x03c0f4f091fc478409c6f6e3bfd12468cb6c8e06,1,0.032969164134721100000000000000
0x03c36584b21d869c0efffdea8868820927db18af,1,0.032969164134721100000000000000
0x03c4eb10a1eb6d3e9692d8aeeb4559b5ce8149f7,1,0.032969164134721100000000000000
0x03d331d9b56acf08a7b5483d83afe414e3ad1ed2,1,0.032969164134721100000000000000
0x03d6c99f3aae91937612ba0e2843c2405e01850d,1,0.032969164134721100000000000000
0x03de61feefe3905dd5238c748df3dc3357d3179d,1,0.032969164134721100000000000000
0x03e146860f7b37b4c1507ec5aa01c0c7f645d1f5,1,0.032969164134721100000000000000
0x03e4a7ce6676cfd20bf3f8ba1619a5a3bb27f0be,1,0.032969164134721100000000000000
0x03ea482770383419c4ac2ff70ad08e617188ab25,1,0.032969164134721100000000000000
0x03f5490ecf72e0056fd2632c3d4b780155dcb348,1,0.032969164134721100000000000000
0x03f8752d50b44aa6e27d6599f0b01688371451f4,1,0.032969164134721100000000000000
0x03fa5e55355ae34c721a7204471cb43c67f308a8,1,0.032969164134721100000000000000
0x03fb007cf08f5db8c8ba58faed1257de74dc2683,1,0.032969164134721100000000000000
0x03fd3cd91b3dccd818cb8a57a7c3105c020975f7,1,0.032969164134721100000000000000
0x03fec67c5e8f9a5cc454a314ba3ec6e4e7e274c4,1,0.032969164134721100000000000000
0x0402dee30210fcd664f7238691a61d8a599093f4,1,0.032969164134721100000000000000
0x0403bbf1e922e995cb6820b4994465d00c296938,3,0.098907492404163200000000000000
0x0407404d0c969d59cbc894a25f882836e3b8911b,1,0.032969164134721100000000000000
0x04077372e870f7000b9fdef9c6c5472b57ba2585,1,0.032969164134721100000000000000
0x040794ae54adebf1f3b246aa3864b3561bfa05af,1,0.032969164134721100000000000000
0x040d5a87ec7e675201e38846966d0afe3b1e07f9,3,0.098907492404163200000000000000
0x0413b621da3add63b35a88f9c7abe1521dce587a,1,0.032969164134721100000000000000
0x04151e5ff22aff5f8c7103317d9635bb75904fa2,1,0.032969164134721100000000000000
0x0418cab6b849d840dc73f5e11c9c47e07189aabe,2,0.065938328269442100000000000000
0x041c511dfebd10b9f2742fc3637f0b2a0b8f9d0f,2,0.065938328269442100000000000000
0x041f8bfd7b0a46bd7e4a7f108a2a5a7791c85e0d,1,0.032969164134721100000000000000
0x042431c64d6a97878244f72986e514394977dcf2,1,0.032969164134721100000000000000
0x0426a995a5e86095f2b9f364d520aa84ea679308,1,0.032969164134721100000000000000
0x0429c3bde14d211dc80cd0aff4636ba04632a244,1,0.032969164134721100000000000000
0x042ad8f8f019dbfd70b8a8594869bc4986585510,1,0.032969164134721100000000000000
0x042c5494a4674c258f039326ca553071c324c6cc,1,0.032969164134721100000000000000
0x04309891b17243639f133a79e6f30cb4cd09b23a,2,0.065938328269442100000000000000
0x043951150857e82d8f59bcabf1cf4ef99fb9ae03,1,0.032969164134721100000000000000
0x043bcf337257edd81c7462f319b297eaff37f8d0,1,0.032969164134721100000000000000
0x04402bb6864c58eef4635bc0be862599ca6366bc,1,0.032969164134721100000000000000
0x04432996c37965cda2ba79977fb727ad6fdf8320,1,0.032969164134721100000000000000
0x04434118674351a907b5985d893bc6a1dcb21f33,1,0.032969164134721100000000000000
0x044a86675731e11cb73d01b234551d3c051458fb,1,0.032969164134721100000000000000
0x044ee09a76d55be1f6b188c4c1a8a41a9c8cfd3c,1,0.032969164134721100000000000000
0x045aa32568a4b86bdcc0752227acd383a43422ce,23,0.758290775098584000000000000000
0x045de22bfd1c15c0d1e7d0a8c91e7d2406ef4ebc,1,0.032969164134721100000000000000
0x0464a1d2b6369c56be5f116530b0719716e7ce7b,12,0.395629969616653000000000000000
0x0464bc00dbf000ee256bde846eee201f7bfad270,1,0.032969164134721100000000000000
0x046650adf9708945d706b5305bb5224064ce9ea4,4,0.131876656538884000000000000000
0x046b746c9b8b8df57a6958dc6a019d9db11d5a3a,1,0.032969164134721100000000000000
0x046ead2c33b826ff982722477fd109360bd555de,1,0.032969164134721100000000000000
0x046f4af2deedef094d005ff85120f2ca064df635,1,0.032969164134721100000000000000
0x0474a08a9f31a4115cc57385ade9b01cb522bd4c,1,0.032969164134721100000000000000
0x047a1c1521a3e6632837aa724d6e503f0d5d0558,1,0.032969164134721100000000000000
0x047c313bd858045daf31242d6c0dc2a7690c59ce,1,0.032969164134721100000000000000
0x047f4960da88912ad786703a2b7a15157c309611,1,0.032969164134721100000000000000
0x048a1323a66fab8301f8663d29dc0e7f26dfb003,1,0.032969164134721100000000000000
0x048a7992698b7c73c81de22f48f2500e56f6bd5d,1,0.032969164134721100000000000000
0x048e6aeff11e50f27eada3a38884b8ae9cf12d16,2,0.065938328269442100000000000000
0x048e800697fdcb9862e927895c97dc675ab19ce4,1,0.032969164134721100000000000000
0x048f07e116bec102f5c4a841f22f5d303ad32ee9,2,0.065938328269442100000000000000
0x04901e2938990393f2d8d4231661bee23ef0403a,4,0.131876656538884000000000000000
0x04927bb3d3a0bdde87ee7e8ae7c5b406b173e39a,1,0.032969164134721100000000000000
0x0493c165367449dfa72e17cd7984c54d8b3b4a2d,1,0.032969164134721100000000000000
0x049425030b62b85983c5656deb937c8db396fda5,1,0.032969164134721100000000000000
0x049a3cd98fbd91fd6e1fa74f8f434c439a31e047,1,0.032969164134721100000000000000
0x049b0d31c405c57ebb9b250c336684411979f65b,1,0.032969164134721100000000000000
0x04a2fb5efbdc950addfbccdbd9af87b68743db38,2,0.065938328269442100000000000000
0x04ad4b4d6a2471f639c4ea6ab379624a6aed1583,1,0.032969164134721100000000000000
0x04b0bb25fd475554a9e8d4bf053f2b00755d5ba2,2,0.065938328269442100000000000000
0x04b0e7931bc72dc4bbc324fe260472ce263ee5f2,1,0.032969164134721100000000000000
