address,transactions_amount,allocation_points
0x0618b417f9c59c5b64ab4fa2cb9e781f85e33090,1,0.036622145626885000000000000000
0x068afbfe390a719fda63eb03f0f3558888d4a0fc,1,0.036622145626885000000000000000
0x06b0182e4a6a52cb1669c0abdaa6752f821769d0,1,0.036622145626885000000000000000
0x06b19cc4713a1db5d6b86b6f0507fdc444ebd652,1,0.036622145626885000000000000000
0x0735ea9a705c40641e39daf6ce188f81cb065475,1,0.036622145626885000000000000000
0x07511145f6dbd3249fbd20cb9f6e17821522d443,2,0.073244291253769900000000000000
0x076f1c4839e983167fe44881afab14bb1562edd9,1,0.036622145626885000000000000000
0x07d25f3dbe7cbfe4aaf60e5a1b242337952b6f14,1,0.036622145626885000000000000000
0x07dd8b8512203777a4b3290997d699b04f428c09,1,0.036622145626885000000000000000
0x080477c2a2bbbdb386b13d4f2ee071cce93fc0c4,1,0.036622145626885000000000000000
0x081b72cef44cb0503b34590eae458cf7ad89dd5d,1,0.036622145626885000000000000000
0x08761cb8771d71a59cf757e2aed3822c8f8d9dcd,1,0.036622145626885000000000000000
0x0a4896132df566dc6f879daa5ab4ff84265696ce,1,0.036622145626885000000000000000
0x0ada27a06e6d2bb6828dc92429f9af44e7ca4f17,1,0.036622145626885000000000000000
0x0b2e31832be91ec37ca99feb112b621adf40bb77,1,0.036622145626885000000000000000
0x0c14f81f1859d783fa06daa457eb7e638c97ee26,1,0.036622145626885000000000000000
0x0c439ea1b13283d7b584a8fd633b810c9b21bd43,1,0.036622145626885000000000000000
0x0c4490d8e222f09a8a01b8e3f54e3abe59883146,1,0.036622145626885000000000000000
0x0c81941f64aab8cad93a263246b5c3c61e354959,1,0.036622145626885000000000000000
0x0cb036c18b9c382d3ff9ab1319e2964a73296108,1,0.036622145626885000000000000000
0x0d214c0b3a22a35cffde2dc531918d063c7326ed,1,0.036622145626885000000000000000
0x0d243c836a7cb479da9e9d7d5c8b5dec57ffe0ac,1,0.036622145626885000000000000000
0x0d94cf3a3863e05b2c9ce7bdc613d48a61a68a1f,1,0.036622145626885000000000000000
0x0db5962067276d819201a6c146f207f9d69a52ac,1,0.036622145626885000000000000000
0x0dd766ed58bc33533f9726e2ecdbd2b79be7ff89,1,0.036622145626885000000000000000
0x0e2a096688cef3fe2852bbbda5db3ce6adfcea70,1,0.036622145626885000000000000000
0x0e764339af5c6ec51f6d98a4150e3838b8f7bee9,1,0.036622145626885000000000000000
0x0e80cb1d3fbbff5825570714e1cc1a77de68e685,1,0.036622145626885000000000000000
0x0ea21fd4315fa7cadc7d89e9fc8fb45c0a542143,1,0.036622145626885000000000000000
0x0ee7e3d51d41f69f51a41a9865d803e0a401fc98,1,0.036622145626885000000000000000
0x0f1a37777e044b2cf6c82382a89d609ea416cbb6,1,0.036622145626885000000000000000
0x0f4f25f6305d7731754aa3a1f665f1e675370ca0,1,0.036622145626885000000000000000
0x0f836b9c973afccf39cf5d7ae507cdc8b0794254,1,0.036622145626885000000000000000
0x0f8f09186e4219d5f12fa970ed69eecc16832564,1,0.036622145626885000000000000000
0x0fcd1e3bba7c9f46a709a36993391fde0321bcb7,1,0.036622145626885000000000000000
0x10262ae4b41f42a29ae27ccc2a0d362e262cdf99,1,0.036622145626885000000000000000
0x108ff7e3dd5f18a1d6523d2e5949a0f6ec2e3b14,1,0.036622145626885000000000000000
0x1139043e780a331ad6d7f47106e8290b9f8c696e,1,0.036622145626885000000000000000
0x1172999c404de587b223872f433043bce0e904b4,1,0.036622145626885000000000000000
0x11c75534250723d6697e9f90f60a77f08edae536,1,0.036622145626885000000000000000
0x11e7fdc1e3ac1b152f2b1df21ed506193bdf8005,1,0.036622145626885000000000000000
0x12372b0ee93cafe88d00ec53da94ca73b5fd767e,2,0.073244291253769900000000000000
0x12422dab864681e6ccde2915ebe94bd55df57725,1,0.036622145626885000000000000000
0x126e9f85ad0b908104b44ee50c83c2ab0b837549,1,0.036622145626885000000000000000
0x134e339b5dee3e265dab8abcda23c571859e2862,8,0.292977165015080000000000000000
0x1367f22b3eea88b7216d30f27a3d702c230bd521,1,0.036622145626885000000000000000
0x143e1c74e7b4afc4077adc738790e6f4fe142fba,2,0.073244291253769900000000000000
0x14426b6d2904dd5c8fbbc6a1459da1a0948ab793,1,0.036622145626885000000000000000
0x14627832d9c7c6dda6a71ed6114e2a2b954e2325,1,0.036622145626885000000000000000
0x146f2aaa6e6b36cdf8faf037d2c50a00b38be34d,6,0.219732873761310000000000000000
0x147a95317f30886e11f77f88c843106faf6621de,1,0.036622145626885000000000000000
0x14a2f1e92fe43ac8cf446bc260d1b3ebf67ace37,1,0.036622145626885000000000000000
0x14bc829dde68dc287eccaf0139d02dea72fc9273,1,0.036622145626885000000000000000
0x14db479255cbef434ecd07e74cfff6feb3a04398,1,0.036622145626885000000000000000
0x1578f034078d5b5dc9d017af75779ae436048415,7,0.256355019388195000000000000000
0x15a4848a1daccc30af6fdebd469637cda70de293,1,0.036622145626885000000000000000
0x15c4b3929326dbb2787ebd0f5338e549ed79e708,5,0.183110728134425000000000000000
0x15f0956df7f8170ce682398de876a6ae47bbfd00,1,0.036622145626885000000000000000
0x16405583fabf71aff7ec708351fe0a61743baf9b,1,0.036622145626885000000000000000
0x1681f10d2c2e201121eb0bca181d4a4a9111c59b,1,0.036622145626885000000000000000
0x1695fe5398e31483bd993f816862ade8dac2addd,1,0.036622145626885000000000000000
0x16ad81285cc81f046005891f250fc39580397946,2,0.073244291253769900000000000000
0x16c3246d8a2e6da24cf50a00b989c2fc2c85c4cb,1,0.036622145626885000000000000000
0x1702f2d0df7c99011a690461c34e51bd81cbab48,1,0.036622145626885000000000000000
0x173c85e5cdd8f4e0fd3a85cec35aac326ce432fb,1,0.036622145626885000000000000000
0x17471e33753102275279a7f1eac8384b8aeb27eb,1,0.036622145626885000000000000000
0x174a372ac54f96bf16ead5c9371fe587ee99d5a0,1,0.036622145626885000000000000000
0x1771abb85f6d47b72566932f79588bc8ee58f645,1,0.036622145626885000000000000000
0x178e3ce9864496df679575ce7b1892b17d8b5bbf,7,0.256355019388195000000000000000
0x17afae936407eaabcf0af27c9da69976c0459836,1,0.036622145626885000000000000000
0x17d6b69b4bebb9c0a464f300b7bd6047d548acf4,1,0.036622145626885000000000000000
0x17f6a27cc58aee8ff2842c52f769b6d81883021e,7,0.256355019388195000000000000000
0x180614d451454393013c6ad8a32260a74f7d136e,3,0.109866436880655000000000000000
0x18b41ef84c2662e28628abcb27a8252fdd898969,2,0.073244291253769900000000000000
0x1915105885d3904c38ec456a05a1b955d35de007,1,0.036622145626885000000000000000
0x19189da64bb56aaa3f2a2e3523d5ce949c07a7e7,11,0.402843601895735000000000000000
0x1924c794d6b6cab91a962690289afe85d0459716,1,0.036622145626885000000000000000
0x19385aaba14e7248a1014c222919a2b3d0177dd0,1,0.036622145626885000000000000000
0x1987350561deb7da02c66ab01d48fb6742400acf,1,0.036622145626885000000000000000
0x19f763153b759df92a9dd7d145c33277594462f5,1,0.036622145626885000000000000000
0x1a089ff30f770ed77e821ea379cc23a3c0612f42,1,0.036622145626885000000000000000
0x1a4f5ef0380c8da6e65d9f6f47d7d370b819bf8b,1,0.036622145626885000000000000000
0x1a55a5aaa3b462e8273bee6bd813fea4744f651a,3,0.109866436880655000000000000000
0x1a97a59674dff69d3202970762ce3562f885b944,1,0.036622145626885000000000000000
0x1aad2ac76d6ee9edd61703dba5bb541cba2dc390,1,0.036622145626885000000000000000
0x1ab9ef296cb44e391c3989b4c8215cfe988b5a96,1,0.036622145626885000000000000000
0x1b1b678058421ffcec67d052ea5b2da4daed4e00,1,0.036622145626885000000000000000
0x1b425fdcf59f5bcd26134c8565c207fad5dd6aae,1,0.036622145626885000000000000000
0x1b55bbe68d6ec34df033d4a7a925cc646f5e2541,1,0.036622145626885000000000000000
0x1b70bb0d29b860a0c8877759e568b8a2a56befde,1,0.036622145626885000000000000000
0x1b8ced1af167b68d91d0eb9de78e2fc8bbadaca3,1,0.036622145626885000000000000000
0x1ba77ea9594efd435a23c5bc2da8d00c78894c5c,1,0.036622145626885000000000000000
0x1ba9e18038541964c7e555909a9c14284f9e2faf,2,0.073244291253769900000000000000
0x1bfb6f834e6c0550a2aae3bb179daa2223f0e130,1,0.036622145626885000000000000000
0x1cdb2294862915c228cb9c1d53118e42e628b594,1,0.036622145626885000000000000000
0x1d0dfeba315c42e4c82fe17db636e733512c9500,1,0.036622145626885000000000000000
0x1d1054ccfb0047529e99dc15c013a7e1030a4231,1,0.036622145626885000000000000000
0x1d4b9de2bdaa8dbc86478bbbfc916dfcc6bee5f5,3,0.109866436880655000000000000000
0x1d51f23a36281a7e459aba9de302a5ccf458f261,1,0.036622145626885000000000000000
0x1db64c2a2a6eb8527fe7e7fc40652eecf336400d,1,0.036622145626885000000000000000
0x1dd68c589d12d39ed3fe76c30a1549a511a73401,1,0.036622145626885000000000000000
0x1de8933644884bdde909e71efd367b2fdc4fbd87,3,0.109866436880655000000000000000
0x1e459ff68c35dffef82e6b00ab687a455aeb83cd,1,0.036622145626885000000000000000
0x1e68dff6aa5bee919d114dba482968080f4c1c07,1,0.036622145626885000000000000000
0x1e8780d6936d6459a187a277dfe971b2be01f61a,1,0.036622145626885000000000000000
0x1e9cf5152f2ec6703387f875fd45baf14d4b34b8,1,0.036622145626885000000000000000
0x1eb7bfbeffa9ef83178f02936215004b8d3ca62a,1,0.036622145626885000000000000000
0x1eda9140db22ad385f6bd59cb298bf83b0a004a4,1,0.036622145626885000000000000000
0x1ee9001d434b8f5ae45a59ab482f66925ef8218a,4,0.146488582507540000000000000000
0x1f1f276afb05d45f1970d78058cf796f8edd4b6e,1,0.036622145626885000000000000000
0x1f26254a7fd89bf188bea954aaf6b43685fcfd18,1,0.036622145626885000000000000000
0x1f55b223398ab97e8031e1b691108b2dcc0ffffe,1,0.036622145626885000000000000000
0x1f7b27f27b6cf2c7a4edaedd969765f412859dc7,1,0.036622145626885000000000000000
0x1f81a9ea346a595ea013adae2e6d8a61a6d27ec8,1,0.036622145626885000000000000000
0x1f8273d15b10796d9961054890d5f3b0f84ad9fb,1,0.036622145626885000000000000000
0x1f94f12ca79b6e656f3d5dee15aebd6d62d59dc0,1,0.036622145626885000000000000000
0x1fd6d357f1829f3cceafbde7de78ef770ab249a6,1,0.036622145626885000000000000000
0x2004ac7d480ff7686136d6b4584b4811b8a95fc4,1,0.036622145626885000000000000000
0x200f9772e5d72839409f4e65f4d024a3954b88c6,1,0.036622145626885000000000000000
0x2023dae7abf8fb9516a9f1f9f223551f6040b970,1,0.036622145626885000000000000000
0x205aa9a8c072176f33579830d23da5bc12e5fc80,1,0.036622145626885000000000000000
0x207ef2712f403cb182b2ae20bb4c9c3b300ac47b,1,0.036622145626885000000000000000
0x20d624ad532ef595566b0f441388d07673af907e,1,0.036622145626885000000000000000
0x20da6f2bc5a390c49d52340f136f13c2ad291479,1,0.036622145626885000000000000000
0x211370310a5afa44f6648c5a377c6b895464c91e,2,0.073244291253769900000000000000
0x215f32278dcd0a7a475356c57bbc2895d81801f4,2,0.073244291253769900000000000000
0x21df0660d9f68f9b9f220e1507db2a7898819c76,1,0.036622145626885000000000000000
0x22557647b2f1a8817c5a1e9b33d6e97deac4a74a,1,0.036622145626885000000000000000
0x2273259f045787f485c3808e06e5c14072a0cd9c,10,0.366221456268850000000000000000
0x2279122cc80b30b77acfcf07ae304bfa8186c51f,2,0.073244291253769900000000000000
0x22a7cb3e1cfc79aeeb21d011f7fa4f2904b20bbb,1,0.036622145626885000000000000000
0x232c54fe68f37a28e87c5f4f0b4dde3cf4d30db9,1,0.036622145626885000000000000000
0x2338ec8f31414d6138396845ecfe26fc943b6f77,1,0.036622145626885000000000000000
0x2395a0322805d843bb9087dc4f6647b3b20ff6e2,1,0.036622145626885000000000000000
0x23cbe5d1c67ec2b90f53c898c85eef0888e9dc18,1,0.036622145626885000000000000000
0x23e0f96d74d9afaeb001acb6e56df35d79889277,1,0.036622145626885000000000000000
0x241a457d29ee6aac216019d672e00844960fce05,1,0.036622145626885000000000000000
0x2435ae99dedbc92f3c8af67220b70774f17e9932,1,0.036622145626885000000000000000
0x2442659e3e4aace979565ddd0ed13dfeeb318ab1,1,0.036622145626885000000000000000
0x2444baadaabb4d642397948f9d1c17d93b2f89d5,11,0.402843601895735000000000000000
0x247fa8a049f9d867afec29a13d3055881829231e,1,0.036622145626885000000000000000
0x251df24f0fe78e15bc0e7bddf147aa2a2aa001b6,1,0.036622145626885000000000000000
0x2531cc69ef30438c835dd1f0f3fdbe41e7b631a9,1,0.036622145626885000000000000000
0x25b5b5a0e1a83e8b806c761cc25bf8b51a4b8725,1,0.036622145626885000000000000000
0x25b99f078903f7702d3f44b1f8a4fe88bc5d1036,1,0.036622145626885000000000000000
0x25cc275cfe3cce1700e816e00d4cd1f60872038a,1,0.036622145626885000000000000000
0x262cda145d2dc6a12814b4f8f44f1adc1352464c,3,0.109866436880655000000000000000
0x265c1e24b865edec2b6f42ae97f9c7871d4a05f2,2,0.073244291253769900000000000000
0x268a185a6bc89c082aaee9fbb875f102cf73a896,1,0.036622145626885000000000000000
0x2697ada7c9efce97a5a48a99438cf4b038c358b4,1,0.036622145626885000000000000000
0x26a49c0810f71ae2caa0bfa22841a986f5976cf1,1,0.036622145626885000000000000000
0x26f80641a5368f7d72b878acb98ece552e9f3bf9,1,0.036622145626885000000000000000
0x27a15cfe641b8a5860058018da31b1887eba7feb,1,0.036622145626885000000000000000
0x2906c780e7a6f098d1569da398c71dd1769ccdda,1,0.036622145626885000000000000000
0x290daffb37ed703c900e585f41b12a7a516650a9,1,0.036622145626885000000000000000
0x291bb2ca6d1c0ea40d9f344776240767f0d19075,1,0.036622145626885000000000000000
0x2927f8c95777f946c7e10db1c0622a03bb6c6409,1,0.036622145626885000000000000000
0x2980046087f0783af711e1a1d6c76e1db959bb69,1,0.036622145626885000000000000000
0x298c8bd6c970eed9d7b97b51e56f77c13f8b5896,7,0.256355019388195000000000000000
0x29ac8e52e2c4750ea5cd0cdddbfa85f4a4912606,1,0.036622145626885000000000000000
0x29e78e2438e589a0054d45b8a5f6c2eeee9a68df,2,0.073244291253769900000000000000
0x29ec34a4dc78a504143a5e4b7982c2a2fa1ac38e,1,0.036622145626885000000000000000
0x29ef2f1242652b7b1dc35f488016a437e68f66c5,1,0.036622145626885000000000000000
0x29ff97be7c05ff357c2984feb880b4b3896d70c9,1,0.036622145626885000000000000000
0x2a312dded8745a8abf89878a4ee19b6ed7e43f7b,1,0.036622145626885000000000000000
0x2a40c737fa1b7754aa36ac0b0215b44777cb4e8c,1,0.036622145626885000000000000000
0x2a6f36883efeb8484f3257fe8debeea546100caf,1,0.036622145626885000000000000000
0x2ac2ab733c6ff129043a91ae48e02a23eccac6a0,1,0.036622145626885000000000000000
0x2adc599999112ae5665b1a33b94f0dfea6866120,3,0.109866436880655000000000000000
0x2b895552f03fba9b5ed35dbb9bd6f317a2c1db46,1,0.036622145626885000000000000000
0x2bf5bf6977971e9428f4bf084d734f34e3ed9659,1,0.036622145626885000000000000000
0x2c0c49993910ea748ee3183de29dc27953959f39,2,0.073244291253769900000000000000
0x2c62d6566ed82857a5cbe8546308e955d40af8e6,1,0.036622145626885000000000000000
0x2c70a83af6338828988cc54bc4507944f4e1eb21,1,0.036622145626885000000000000000
0x2cab9c4001a78cbaaa0a41382c045122df5cd2b1,1,0.036622145626885000000000000000
0x2cacee46a8872a63d7c67d35ce5f38b2f222763f,1,0.036622145626885000000000000000
0x2cb72d26ff3d2fda857af541dbe2bede04853955,1,0.036622145626885000000000000000
0x2cd210286d9b3a28170fe4f51743eab2eac78cdf,4,0.146488582507540000000000000000
0x2ce98965510a5172235e23a3836cb42df35675f8,1,0.036622145626885000000000000000
0x2ceba06d249bbfa20894e2092b77dd86db0a9302,1,0.036622145626885000000000000000
0x2cfa77b524d237ea12f612f3aa18b3c156c3a505,1,0.036622145626885000000000000000
0x2cfdeb5aa7f85f4f8848f84c6b414c4fd119b2bc,1,0.036622145626885000000000000000
0x2d1bdc590cb736097bc5577c8974e28dc48f5ecc,1,0.036622145626885000000000000000
0x2d26447b10db35c5a47d1dcbb7d341c1b7e99a1f,1,0.036622145626885000000000000000
0x2d2c11539c24c6545b9025351a04818130b8dca4,1,0.036622145626885000000000000000
0x2d43a82f1e7f1716cf1718b4e90967dca7679b4a,1,0.036622145626885000000000000000
0x2df88b21fcec840078cf267e63121570f5f94bbf,1,0.036622145626885000000000000000
0x2e1d2a197549ebe3d6dfbf2e345d0d0ffa9ed3bf,2,0.073244291253769900000000000000
0x2e1f2ca563c98a1d0b0cda89770bded1c66f331d,1,0.036622145626885000000000000000
0x2e36623b7ffb5829e6d61bc4d5f70aaca4c1c4a2,1,0.036622145626885000000000000000
0x2e486849b0d84e74e85dda4bedddc85177a07b3f,1,0.036622145626885000000000000000
0x2e8dd9219a338a3224ad9892b0963cfef1fc48fe,1,0.036622145626885000000000000000
0x2ee901d6aab21aa32e50ad15779201c2d6637092,5,0.183110728134425000000000000000
0x2f1e5295e5764a3931061d62df2c45e4316f11eb,1,0.036622145626885000000000000000
0x2f1ed48f4a19f265cc0ddff55d7f4eebad2ff58f,1,0.036622145626885000000000000000
0x2f53a7680814c567f4e32368fab715216d97e8f2,1,0.036622145626885000000000000000
0x2f894c3d0dbaf49fa0370e15aa7cc3d22a26c5ff,1,0.036622145626885000000000000000
0x2fc132908decb8a98f7c3d679687ab3f1c3fb11c,7,0.256355019388195000000000000000
0x303db94ec8b76bd51a02f81ee5a92c81e6b12c42,2,0.073244291253769900000000000000
0x303dc7fc09a018f1c8c34d6d4f66115f58afdc7d,2,0.073244291253769900000000000000
0x3073a4672354e068ec0db46477805f09d6bc3eb4,1,0.036622145626885000000000000000
0x30d699d0b6b1de9c4cbff37634bc075c71f9e4c5,1,0.036622145626885000000000000000
0x313a8e80959c5117a35c410022e8df0f12efc44d,1,0.036622145626885000000000000000
0x313e74f7755afbae4f90e02ca49f8f09ff934a37,10,0.366221456268850000000000000000
0x319c69552d726e7bc33dd2342f9d7809e950f02d,44,1.611374407585440000000000000000
0x31b7f6ba0730d06601da71c00417a2d6d5c9df69,1,0.036622145626885000000000000000
0x31cda09d5ac1f8125939a854a4c76b343c4dbe0e,1,0.036622145626885000000000000000
0x32267d604f90acaf3469d7f34e5458093911fa9f,2,0.073244291253769900000000000000
0x32cb9fd13af7635cc90d0713a80188b366a28205,9,0.329599310641965000000000000000
0x330a2e21deb3a69e91b785238dd7e753ab7e49e1,1,0.036622145626885000000000000000
0x331dfd749bf6442a960a50ecdbf14e885d95a86b,1,0.036622145626885000000000000000
0x339a37ed60bbf6eb845e40f6fa6538a1f88c4786,1,0.036622145626885000000000000000
0x33e8ac8209e69d45ebac03034ec349f8d2ff6284,6,0.219732873761310000000000000000
0x344474d717a72bd88350a9e20a43d3e271d3c51d,1,0.036622145626885000000000000000
0x349c843ac1a6f7162ec6e4ca5bb36aa117bc95e9,1,0.036622145626885000000000000000
0x34a6fd2f13b74ed73deccb7df6db07efe6eceb39,1,0.036622145626885000000000000000
0x34d7e4ac228935263968cd7473d749eac1524aa2,21,0.769065058164584000000000000000
0x35066978025707fb2fda5be5b002b3a8843e3c3d,1,0.036622145626885000000000000000
0x3534d034bc88691340c4f9794f834c09670c6fec,1,0.036622145626885000000000000000
0x356cfab9be5af2455a098fda12559ec3b29fbd16,2,0.073244291253769900000000000000
0x35c93067887e369a252f540be8130c971f97bfea,1,0.036622145626885000000000000000
0x35caa179881779ad0f51a4baa0585bd7a66731c4,2,0.073244291253769900000000000000
0x35eec44adf6a801048745432b3869af259593cac,1,0.036622145626885000000000000000
0x3605a4739d3ae95c4f6210d282b08811a160fe1f,1,0.036622145626885000000000000000
0x3654706dc731cffe9dc63a2c0382462a3dd1ad52,2,0.073244291253769900000000000000
0x370493465e96550cc04a76b2b58da01cdad9b0aa,1,0.036622145626885000000000000000
0x372cad6215a1196e4203fe9968ce63f157fef200,1,0.036622145626885000000000000000
0x375dbb184ac08d6520f038db826ff8e9abaec2c7,1,0.036622145626885000000000000000
0x37729f4e59eff9f1cf08ec0bfddfc76c7c9f287d,1,0.036622145626885000000000000000
0x3782e892e9b0079b33ba2758813b84063ead5c90,1,0.036622145626885000000000000000
0x37ac3c8170c75c4a2dfce609769a1ea447807b92,1,0.036622145626885000000000000000
0x37b596da0cceda24e6ef47e185b55d275c7d915b,1,0.036622145626885000000000000000
0x37c8ce2860ee2961e7a6dd093eb81b1a0930b0bf,3,0.109866436880655000000000000000
0x3862ffa813aa484e7384d07d1e686fc1b81a2d9c,1,0.036622145626885000000000000000
0x38998fd784f4d29cdfdd2454442d2fed1d6de4f5,3,0.109866436880655000000000000000
0x38bfd1c827d0e47cbd2f45469c3c727ddef59865,1,0.036622145626885000000000000000
0x38d30925025722d92d16f3c60a69042e15f5e050,1,0.036622145626885000000000000000
0x394dd7fe84e13f26316aaf32b0d5ec2dace0059a,2,0.073244291253769900000000000000
0x3980cda34126cc4cc1c407169bb99aabcb05e076,10,0.366221456268850000000000000000
0x3a0605768b5d2617490ec34489f655c52c4c6271,1,0.036622145626885000000000000000
0x3a18c261befac3cc22728cab6f8747ee8eeb06f6,3,0.109866436880655000000000000000
0x3a38213ae52c135d9420c5781c91d5ec443314aa,1,0.036622145626885000000000000000
0x3a8f2790c0e415c7cea7a3ce5295b16f59515cf5,2,0.073244291253769900000000000000
0x3aba25ee3631fe1068cc3533b850f35eab39b455,4,0.146488582507540000000000000000
0x3abde5297b6709d5e5b541a94ee2d2925c6fce85,1,0.036622145626885000000000000000
0x3ad61a6aac8e5560e3833747864f2ef3cac3aa16,1,0.036622145626885000000000000000
0x3ae279f7ba5b4bd451eb9dd27bebbb7152847a1d,1,0.036622145626885000000000000000
0x3b04a42f8797f782a5e128fc3e22d02a6a2abf7d,1,0.036622145626885000000000000000
0x3b0b7c46e856b70a6de4488e9cd7fd3c2cebd950,1,0.036622145626885000000000000000
0x3b5143f7c78cb5b0700150e5cf67f6769f7f8f06,1,0.036622145626885000000000000000
0x3b60a200ab077eed93b26138d4df3d972660d3e5,1,0.036622145626885000000000000000
0x3b740d87b14aa02f1d5155236644f418aaaa582d,2,0.073244291253769900000000000000
0x3b74e025af1b1f0f3d75d38ac7a0113baf749780,1,0.036622145626885000000000000000
0x3b808462548239e17f8396b6004c6e1380a71a40,3,0.109866436880655000000000000000
0x3bac9b0e1739b2a2d2ce8a1b5607bfc1cea5e19d,1,0.036622145626885000000000000000
0x3c30765cae26cc563411e08f3084387bdd557e74,1,0.036622145626885000000000000000
0x3c48c14efab7e60e62dfdd274389ecdd90f85b6b,1,0.036622145626885000000000000000
0x3c4b7f7a6b731ebff0207f0ef3191b08c05f93d1,1,0.036622145626885000000000000000
0x3c6bb8f1e40728c24e08aa909e665aaa49ffcf5f,1,0.036622145626885000000000000000
0x3c6ef2686435455314ed49caf7ef6ef3b6903d14,3,0.109866436880655000000000000000
0x3c7a3659ae86926575b3dce71b49ba3c3e1c1a6e,1,0.036622145626885000000000000000
0x3c92cd853001253f90fa42478c9fe5742f1a4242,1,0.036622145626885000000000000000
0x3cb6a5828f0f41895696055a79017df33bd15ec3,3,0.109866436880655000000000000000
0x3cc343e1e2345e29c40d5ce426abbd099cf068d2,2,0.073244291253769900000000000000
0x3cd1e681c5cc041575c9fbc325bf4d610587143c,1,0.036622145626885000000000000000
0x3ce03b09e5ea408b5b7077a405d586c4a78cc8d4,3,0.109866436880655000000000000000
0x3d182f3a9379917f557dc28a4485bd39ab4ef2cd,7,0.256355019388195000000000000000
0x3d38d6bfa3405d8ad870da881d3cc5f03aee4ff4,1,0.036622145626885000000000000000
0x3d8af7652581b3535c426142411db9fd05057aa9,1,0.036622145626885000000000000000
0x3dec3d2afc7e1d4cb6215d4d6e5b045403677ba1,1,0.036622145626885000000000000000
0x3e205ff26cd6285564807db0df3c0485306feab6,1,0.036622145626885000000000000000
0x3e43ec499cf2feee04b5c05810a84492e4a60452,3,0.109866436880655000000000000000
0x3eb25a7f5b8b0d1d7c9730cc52a2cbf7412276c7,1,0.036622145626885000000000000000
0x3f00ee90f111ab88004efd460ad5292fa8175445,1,0.036622145626885000000000000000
0x3f36774f73f266337330950bd958936058138822,1,0.036622145626885000000000000000
0x3f683d814149d9b78703f57b42ad78891e5f1ffb,7,0.256355019388195000000000000000
0x3f763fb2b20585cbf6f8b19e1fdc758ae8036158,1,0.036622145626885000000000000000
0x3f8b7704b4dd489edca9c226d8dbe5580e485d74,1,0.036622145626885000000000000000
0x3f93db6a5eb03e4ca44f9b5a2bb1b83ea2ef8b58,1,0.036622145626885000000000000000
0x3f99c674e0d76c77d4a90a520c9055ca81c39d1d,14,0.512710038776389000000000000000
0x40bf474134b933ee0b9dceab348ecedd5d446be2,2,0.073244291253769900000000000000
0x40fe62a6fbdc2d261b896e0b4d1bc36dd73a35ca,2,0.073244291253769900000000000000
0x4123a8bc693adde2baccd58d17c9087f7b2c8f1a,1,0.036622145626885000000000000000
0x4131ff3ae27d24655b83bd62c4dd93d30de806bb,2,0.073244291253769900000000000000
0x41433b7778065c90820b07b18ed7b34f10565110,5,0.183110728134425000000000000000
0x41477a57a8916237a8ff512ba3d9bf487d9cbb79,1,0.036622145626885000000000000000
0x417040a6bcf203dd2fa230fc9cf9eaab1ab70a4e,9,0.329599310641965000000000000000
0x41a3fb1306f11b012a6e006dc7978ad1022fd799,1,0.036622145626885000000000000000
