address,allocation_points
0x000002c34bae6dd7bec72acba6aaac1e01a359de,15.919478529451100000000000000000
0x00b3ecc795d7f3c3a0416be0784c43b652d5f4ca,0.518486690060855000000000000000
0x017b92143fc6f25544012ac37ef82852e654d0d7,0.000406308956951481000000000000
0x02b0fc5252821ac970e72be5449745a8f920c60a,0.008756256021936340000000000000
0x02d968c82b76dbaa6e017062625a1cddbeb2a289,0.281895375703567000000000000000
0x02e2e82bf6f79d92e0d776e85a56739d223a4914,0.000054647316633111400000000000
0x0338ad2ca42e7f5b07e243aaaa93eb5ddf71f50c,0.018076989620059500000000000000
0x054b7db5f5ddbc9748d3e7d8ded296fe37b1fd46,0.010581186528675400000000000000
0x0582ffd7773f451b74463e74142e92c3787f0e5c,0.001863865377414340000000000000
0x059f8b5418cfeb11bd16659f1bb2854efade2a25,0.010581186528675400000000000000
0x06509d17c229d257a0f088d3b4d6fa4b0bf1551d,0.001952144593378840000000000000
0x07ace0db22f6d765839eae5ef9176a4728092ae5,0.037460146315304000000000000000
0x0861a1ec668f0db7a676229e8ab66ea0a5188c70,0.016467031274428800000000000000
0x0cb4af8edab2716bf68470c829ea9392e7233f45,0.015721417817976500000000000000
0x0d886abb76fdeb52fc7440c5365f70ffc3d15897,0.005759654841767490000000000000
0x0ea6fdd370465a9f5e266dc07164538a407b5815,0.007224653498303890000000000000
0x156ac784bae328f6afb6403460145ba8b029d3b5,0.048845465105177200000000000000
0x17c402065d6a901978b9aac51741d7ed19e831f0,0.056154143759061200000000000000
0x17e674a8ceb2d36edd5ff54d368f0c28a0a210b5,0.000971144437472002000000000000
0x189abd790d9ed4c31425b55d040f33b81792b801,0.000977928842801186000000000000
0x19315d2ace90d348c9d09ae9f6e95f4d2db7cef1,0.000641865987432312000000000000
0x194e4abf638717e2a42e4fa54b5330c11f628c21,0.005076368296008320000000000000
0x1a25ddfd905b02b78742d415a2e1985c596b392b,0.000000103734888554567000000000
0x1a95645f7c3f96aac6b34134c90432f4074d61d5,0.005288844003235840000000000000
0x1aac8ddf5640514d64d38d0de71cf1d50bd6d6ee,0.065370820097016100000000000000
0x1bb465e3beb6b086db60fd81d7b20004338ad197,0.001613319025440380000000000000
0x1c19cf0aab79109870d78b1fa5ee1fa67676662e,0.000056653941639098700000000000
0x1cc2ec2ca4fc5fbb04803880d1a6eb63f99141cf,0.000011945521335760600000000000
0x1cd0997df5a51d40ae5b7a731d4af0882ed90c93,0.000583247509837227000000000000
0x1f544206e835655ad041a5e3caa29d377365dca6,0.002827291854873030000000000000
0x1f9320602cfecaf15361bb32953fda2f08b491fc,0.002827689904830220000000000000
0x20bce921dce7d9c9a948de8c5cceb77fc34fa201,0.016872791955130400000000000000
0x217a505aafd1e827dff276f2e908b37d56ae9c20,0.250251659195553000000000000000
0x22a289f35b2dc2e9fb80cea9a698a425fa1ab905,0.000001464315596871070000000000
0x22cb759c04290044cbb7ad785e387312184d5cae,0.000000000009763127445908750000
0x22eeb166310ee35695dd856df8b4f7ae489df933,0.108915286117931000000000000000
0x2446fc2b5d5339d52dc5467161c18f512918274a,0.002228886107514490000000000000
0x246b893496fc6738440ec78643fc9512a3748c45,0.000000024224407727963200000000
0x25e0911e9f2da1ab4af8c77310c3932209d0be3a,0.001661472823478110000000000000
0x26f9b217e3c1ef47c93818d7c91292f2d880bf80,0.001541413462163400000000000000
0x283f60f83282da5a7ed8661f43d816dae0978a8e,0.001946595502602560000000000000
0x2a53339196f0d94b1e43a85465ce3cd7cf124cbf,0.000080538606254852000000000000
0x2a850aef1e40738cab0453e315d85decfe6a5b06,0.000989065761818310000000000000
0x2b57b959bbeddeb6a5533378a51425b61057a49f,0.011177154569637400000000000000
0x2ba839a9819ac9e0c41d579618c809cbbb19bcb0,0.052830451939647800000000000000
0x2bd7d6ef89905f7655d1579d9a71c8d8f4496dfa,0.082592338574004000000000000000
0x2c48cab6ab3bdefdeab1c8dc9180aa9b3e7b70d8,0.000967306162498175000000000000
0x2c64a1d5d602e7fb6d21da6211dcecc6e17a0649,0.127746519096253000000000000000
0x2d039f29929f2560e66a4a41656cbde3d877951d,0.643136609373977000000000000000
0x2dd0ae9249fa5c9a3c3644077d33f304373897fc,0.006617132042781030000000000000
0x2df1dcef8b68b4535d375db119f35285e52ea4aa,0.288105868546578000000000000000
0x2df88b21fcec840078cf267e63121570f5f94bbf,0.737971367963426000000000000000
0x2f9d45f1cd96a0bcd8bd4d51773ffd923aab3e5e,0.000025325982061250700000000000
0x311059a04693378f9815e7ce281268af7241a975,0.016187961767303800000000000000
0x31d3243cfb54b34fc9c73e1cb1137124bd6b13e1,120.262663330980000000000000000000
0x320bd06643261461ebe14d265650511cec9de3d2,0.000046457402795860800000000000
0x321c71f14257e523606c72ebe3d3fa9760b81231,0.118846575633397000000000000000
0x32cb9fd13af7635cc90d0713a80188b366a28205,0.071259887402701100000000000000
0x34a78bbab8154b38f801a968b02f682f2ec0426b,0.001818304036436550000000000000
0x3585b457a8078a5846a893623be1554f1be1a432,0.035195283968403800000000000000
0x35c51aa7f4af26a5d2703033ff323d5a8654dce2,0.004278028682209440000000000000
0x363b52c2c0c6084a7e14b39ec517e710528228e2,0.001100560649627300000000000000
0x36595308d82a8fa0f9fc49eeea37e63d27c42f1d,1.551490956592140000000000000000
0x388b37fcd04bf020f2ecf12236b170e7b41a6047,0.001801269345735870000000000000
0x388d89042eb0081d034f46c65bd78ca93e193745,0.009691671491141460000000000000
0x3a18c261befac3cc22728cab6f8747ee8eeb06f6,0.011266824194085900000000000000
0x3a94869a5f81259ded60b08f32617dce6d728409,0.037749170813851900000000000000
0x3ad0410fa7ca307863cae44c3dac0ece80a1fe4a,0.000434701715961873000000000000
0x3b3fdc40582a957206aed119842f2313de9ee21b,0.000003127808774711040000000000
0x3cd6953a6813670e7751ee359c85f329321a55e2,0.000522077404326741000000000000
0x3d47f53c17287e74d7569ddd556df8883c4bafdf,0.013927145283770500000000000000
0x3d6676207f2d16d9744df642908147388e5517c1,0.008630817083724350000000000000
0x3dca8d2c694725c044eb64e1954c93841946c532,0.001610776145144050000000000000
0x3f5895cc134313d3ae69d04a461cc5538e440b06,0.001093219937930000000000000000
0x406201b0fc85191ec87306e5d6c04ff3d95e027b,0.002829518844335740000000000000
0x4217e0c6e3d37ed9ad19fc7cfcbb946b83be97bb,0.000047729348670682100000000000
0x42fd042fa05e5c98cb9d4eecd55ee7fde14ced49,0.000000007589544863699540000000
0x430e214a9ca52830d0f825df905e0f778e1ddb49,0.002831582959810150000000000000
0x432bcc3bc62de9186f9e8763c82d43e418681e6c,4.885599568181520000000000000000
0x4432f0dad8816c9e149249684bd88d47b87de47b,0.002478391118685460000000000000
0x44c9994f60d4695aa6d62c55bf3887039a252d5a,0.410916003162469000000000000000
0x450a2d5287d570fae3b0976e4e0c1c750697f1fa,0.060048379625318600000000000000
0x46be259615f8270f1329fae4d64f895bade1266e,0.000090256159755459500000000000
0x474d797c7e59cecccbc51c361e4aa59ca34138f7,0.001548080660984530000000000000
0x47660f6662fa3f4c76406eaeb9a7489db280c6b3,966.724026829397000000000000000000
0x479832d50d9e492c0719cb0cd388c1b92b84af14,0.010941249540520800000000000000
0x48b66ac770bc7b55091e475b05ad330fd8664444,0.000293506075643987000000000000
0x49de9e97333ddcde1608f6b3635caafd2b0ce76c,0.001374839017615790000000000000
0x4b2cfc4e419a5f660c66a0d50e3a0c169abd25bd,0.000059440535679416000000000000
0x4bc1ea038ecf60cd6b951f7a247de54b0c309efc,0.000954812117083766000000000000
0x4c3833722ebb7f0b665b183ffb2293ebedc3e21d,0.212438694180808000000000000000
0x4cde10196c770ac25c1c6a50f523a52ea6807c27,0.066430757529653800000000000000
0x4d3b033037a0bb1571d745505cd216d410e61804,0.001731039966806270000000000000
0x4dff613defb2009c2a406dc45fccd847c0d4c946,0.000090256159755460200000000000
0x5084ffe7fdd1586f54d01ac83082564d89ecd720,0.035651060367911400000000000000
0x508e4e01f2789b74b46b9486e7ed3e943eac1581,0.001264762829000960000000000000
0x50fb731fd51d5537e1edda5594e16fd43c93cc8c,0.000778426136315761000000000000
0x519fd169ffb01030b473290130bde3116771fa23,0.000559850128412911000000000000
0x52941d27f7d878039a233438dcacf5f66699eaa6,0.000862782761781253000000000000
0x529497b2d1dfd5c23b3680ae5e12b12cb0aa2c7a,0.049652334998264200000000000000
0x558d10c37bc3c8ee00fc1375a5a36f1d66b97a3d,0.006959305337681400000000000000
0x567762a5307091bc9573f5d0769c4bb5f40bb735,0.003068898814320370000000000000
